Taxonomic_group,Label,French_name
Hymenoptera,Hoplitis claviventris,
Hymenoptera,Heriades truncorum,
Hymenoptera,Dioxys cincta,
Hymenoptera,Chelostoma campanularum,
Hymenoptera,Megachile ligniseca,
Hymenoptera,Stelis Panzer,
Hymenoptera,Megachile albisecta,
Hymenoptera,Anthidium lituratum,
Hymenoptera,Rhodanthidium infuscatum,
Hymenoptera,Osmia aenea,
Hymenoptera,Hoplitis brachypogon,
Hymenoptera,Anthidiellum strigatum,
Hymenoptera,Megachile pyrenaica,
Hymenoptera,Dioxys tridentata,
Hymenoptera,Osmia parvula,
Hymenoptera,Chalicodoma sicula,
Hymenoptera,Osmia nana,
Hymenoptera,Hoplitis rufopicta,
Hymenoptera,Anthidium atlanticum,
Hymenoptera,Osmia versicolor,
Hymenoptera,Osmia aurulenta,
Hymenoptera,Osmia argyropyga,
Hymenoptera,Anthidium scapulare,
Hymenoptera,Osmia versicolor,
Hymenoptera,Megachile lagopoda,
Hymenoptera,Pseudoanthidium lituratum,
Hymenoptera,Anthidium Fabricius,
Hymenoptera,Anthidiellum strigatum,
Hymenoptera,Osmia campanularum,
Hymenoptera,Hoplitis adunca,
Hymenoptera,Chelostoma grande,
Hymenoptera,Stelis ornatula,
Hymenoptera,Megachile rotundata,
Hymenoptera,Anthidiellum breviusculum,
Hymenoptera,Chelostoma emarginatum,
Hymenoptera,Osmia Panzer,
Hymenoptera,Heriades crenulatus,
Hymenoptera,Hoplitis anthocopoides,
Hymenoptera,Rhodanthidium Isensee,
Hymenoptera,Osmia viridana,
Hymenoptera,Chelostoma foveolatum,
Hymenoptera,Osmia signata,
Hymenoptera,Pseudoanthidium melanurum,
Hymenoptera,Hoplitis tuberculata,
Hymenoptera,Hoplitis annulata,
Hymenoptera,Trachusa interrupta,
Hymenoptera,Osmia rufa,
Hymenoptera,Anthidium caturigense,
Hymenoptera,Protosmia glutinosa,
Hymenoptera,Pseudoanthidium Friese,
Hymenoptera,Coelioxys conoidea,
Hymenoptera,Trypetes truncorum,
Hymenoptera,Megachile melanopyga,
Hymenoptera,Lithurgus Berthold,
Hymenoptera,Heriades Spinola,
Hymenoptera,Hoplitis nasuta,
Hymenoptera,Coelioxys Latreille,
Hymenoptera,Coelioxys vectis,
Hymenoptera,Osmia nigriventris,
Hymenoptera,Osmia fulviventris,
Hymenoptera,Coelioxys inermis,
Hymenoptera,Myrmilla erythrocephala,
Hymenoptera,Physetopoda punctata,
Hymenoptera,Ronisia barbara,
Hymenoptera,Smicromyrme plantouriana,
Hymenoptera,Dasylabris iberica,
Hymenoptera,Ronisia barbarula,
Hymenoptera,Myrmilla Wesmael,
Hymenoptera,Smicromyrme partita,
Hymenoptera,Mutilla Linnaeus,
Hymenoptera,Physetopoda daghestanica,
Hymenoptera,Myrmilla calva,
Hymenoptera,Physetopoda scutellaris,
Hymenoptera,Stenomutilla argentata,
Hymenoptera,Paramyrmosa brunnipes,
Hymenoptera,Dasylabris maura,
Hymenoptera,Krombeinella thoracica,
Hymenoptera,Blakeius bipunctatus,
Hymenoptera,Myrmosa atra,
Hymenoptera,Nemka viduata,
Hymenoptera,Smicromyrme ruficollis,
Hymenoptera,Physetopoda sericeiceps,
Hymenoptera,Smicromyrme rufipes,
Hymenoptera,Mutilla quinquemaculata,
Hymenoptera,Dasylabris maura,
Hymenoptera,Mutilla europaea,
Hymenoptera,Physetopoda lucasii,
Hymenoptera,Dasylabris maura,
Hymenoptera,Smicromyrme Thomson,
Hymenoptera,Myrmosa atra,
Hymenoptera,Sigilla dorsata,
Hymenoptera,Myrmilla capitata,
Hymenoptera,Ronisia marocana,
Hymenoptera,Nemka viduata,
Hymenoptera,Myrmosa brunnea,
Hymenoptera,Ronisia brutia,
Hymenoptera,Dasylabris iberica,
Hymenoptera,Cystomutilla ruficeps,
Hymenoptera,Ronisia ghilianii,
Hymenoptera,Physetopoda halensis,
Hymenoptera,Ronisia brutia,
Hymenoptera,Tropidotilla litoralis,
Hymenoptera,Smicromyrme suberrata,
Hymenoptera,Episyron gallicum,
Hymenoptera,Eoferreola manticata,
Hymenoptera,Episyron rufipes,
Hymenoptera,Evagetes crassicornis,
Hymenoptera,Arachnospila trivialis,
Hymenoptera,Priocnemis fuscopennis,
Hymenoptera,Agenioideus usurarius,
Hymenoptera,Microphadnus pumilus,
Hymenoptera,Anospilus orbitalis,
Hymenoptera,Anoplius viaticus,
Hymenoptera,Arachnospila opinata,
Hymenoptera,Episyron Schiødte,
Hymenoptera,Arachnospila fumipennis,
Hymenoptera,Priocnemis vulgaris,
Hymenoptera,Episyron funerarium,
Hymenoptera,Priocnemis pusilla,
Hymenoptera,Arachnospila fuscomarginata,
Hymenoptera,Arachnospila consobrina,
Hymenoptera,Arachnospila Kincaid,
Hymenoptera,Arachnospila rufa,
Hymenoptera,Cryptocheilus octomaculatus,
Hymenoptera,Cryptocheilus decemguttatus,
Hymenoptera,Auplopus rectus,
Hymenoptera,Priocnemis susterai,
Hymenoptera,Dipogon variegatus,
Hymenoptera,Tachyagetes filicornis,
Hymenoptera,Evagetes pilosellus,
Hymenoptera,Priocnemis fastigiata,
Hymenoptera,Pompilus J.C.Fabricius,
Hymenoptera,Ceropales Latreille,
Hymenoptera,Cryptocheilus hispanicus,
Hymenoptera,Anospilus orbitalis,
Hymenoptera,Pompilus incertus,
Hymenoptera,Anoplius samariensis,
Hymenoptera,Evagetes siculus,
Hymenoptera,Agenioideus nubecula,
Hymenoptera,Priocnemis minuta,
Hymenoptera,Priocnemis propinqua,
Hymenoptera,Cryptocheilus rubellus,
Hymenoptera,Evagetes alamannicus,
Hymenoptera,Agenioideus nubecula,
Hymenoptera,Pompilus fuscatus,
Hymenoptera,Priocnemis mimulus,
Hymenoptera,Aporus planiceps,
Hymenoptera,Priocnemis schioedtei,
Hymenoptera,Ceropales cribratus,
Hymenoptera,Anospilus orbitalis,
Hymenoptera,Aporus bicolor,
Hymenoptera,Dicyrtomellus argenteus,
Hymenoptera,Parabatozonus lacerticida,
Hymenoptera,Nanoclavelia leucoptera,
Hymenoptera,Priocnemis pellipleuris,
Hymenoptera,Agenioideus apicalis,
Hymenoptera,Dipogon bifasciatus,
Hymenoptera,Episyron rufipes,
Hymenoptera,Ceropales variegata,
Hymenoptera,Anoplius caviventris,
Hymenoptera,Dipogon austriacus,
Hymenoptera,Chrysis cyanea,
Hymenoptera,Cryptocheilus egregius,
Hymenoptera,Priocnemis fennica,
Hymenoptera,Anoplius alpinobalticus,
Hymenoptera,Cryptocheilus Panzer,
Hymenoptera,Ceropales maculata,
Hymenoptera,Arachnospila trivialis,
Hymenoptera,Pompilus viaticus,
Hymenoptera,Evagetes pectinipes,
Hymenoptera,Priocnemis fallax,
Hymenoptera,Arachnospila alpivaga,
Hymenoptera,Arachnospila sogdianoides,
Hymenoptera,Priocnemis bellieri,
Hymenoptera,Ceropales albicincta,
Hymenoptera,Auplopus carbonarius,
Hymenoptera,Episyron arrogans,
Hymenoptera,Arachnospila ausa,
Hymenoptera,Cryptocheilus notatus,
Hymenoptera,Auplopus albifrons,
Hymenoptera,Homonotus sanguinolentus,
Hymenoptera,Agenioideus apicalis,
Hymenoptera,Ceropales maculata,
Hymenoptera,Evagetes tumidosus,
Hymenoptera,Telostegus cretensis,
Hymenoptera,Evagetes crassicornis,
Hymenoptera,Evagetes pectinipes,
Hymenoptera,Ferreola diffinis,
Hymenoptera,Pompilus coquandi,
Hymenoptera,Cryptocheilus notatus,
Hymenoptera,Anoplius infuscatus,
Hymenoptera,Dipogon fonfriai,
Hymenoptera,Cryptocheilus sexpunctatus,
Hymenoptera,Priocnemis coriacea,
Hymenoptera,Arachnotheutes turgidus,
Hymenoptera,Anoplius tenuicornis,
Hymenoptera,Cryptochilus contentus,
Hymenoptera,Agenioideus nubecula,
Hymenoptera,Priocnemis perturbator,
Hymenoptera,Arachnospila nivalabnormis,
Hymenoptera,Arachnospila spissa,
Hymenoptera,Arachnospila conjungens,
Hymenoptera,Aporus unicolor,
Hymenoptera,Episyron albonotatum,
Hymenoptera,Batozonellus lacerticida,
Hymenoptera,Caliadurgus fasciatellus,
Hymenoptera,Priocnemis pusillus,
Hymenoptera,Priocnemis diversa,
Hymenoptera,Cryptocheilus fabricii,
Hymenoptera,Arachnospila anceps,
Hymenoptera,Cryptocheilus bicolor,
Hymenoptera,Aporinellus moestus,
Hymenoptera,Priocnemis fallax,
Hymenoptera,Dicyrtomellus tingitanus,
Hymenoptera,Priocnemis Schiødte,
Hymenoptera,Evagetes elongatus,
Hymenoptera,Cryptocheilus variabilis,
Hymenoptera,Dicyrtomellus luctuosus,
Hymenoptera,Agenioideus cinctellus,
Hymenoptera,Arachnospila colpostoma,
Hymenoptera,Auplopus Spinola,
Hymenoptera,Evagetes sahlbergi,
Hymenoptera,Ctenagenia vespiformis,
Hymenoptera,Poecilagenia rubricans,
Hymenoptera,Pedinaspis crassitarsis,
Hymenoptera,Dryinus collaris,
Hymenoptera,Ceropales albicincta,
Hymenoptera,Agenioideus fascinubecula,
Hymenoptera,Evagetes pectinipes,
Hymenoptera,Evagetes subglaber,
Hymenoptera,Batozonellus lacerticida,
Hymenoptera,Entomobora crassitarsis,
Hymenoptera,Dipogon bifasciatus,
Hymenoptera,Dipogon subintermedius,
Hymenoptera,Pompilus variegatus,
Hymenoptera,Arachnospila virgilabnormis,
Hymenoptera,Evagetes littoralis,
Hymenoptera,Dipogon vechti,
Hymenoptera,Cryptocheilus spectabilis,
Hymenoptera,Cryptocheilus alternatus,
Hymenoptera,Arachnospila silvana,
Hymenoptera,Aporus Spinola,
Hymenoptera,Priocnemis enslini,
Hymenoptera,Arachnospila minutula,
Hymenoptera,Ceropales maculata,
Hymenoptera,Arachnospila nuda,
Hymenoptera,Arachnospila fumipennis,
Hymenoptera,Priocnemis parvula,
Hymenoptera,Anoplius concinnus,
Hymenoptera,Evagetes magrettii,
Hymenoptera,Dipogon bifasciatus,
Hymenoptera,Auplopus albifrons,
Hymenoptera,Priocnemis minuta,
Hymenoptera,Ceropales cribrata,
Hymenoptera,Cryptocheilus versicolor,
Hymenoptera,Evagetes dubius,
Hymenoptera,Dipogon Fox,
Hymenoptera,Evagetes Lepeletier,
Hymenoptera,Trichrysis cyanea,
Hymenoptera,Arachnospila rufa,
Hymenoptera,Evagetes siculus,
Hymenoptera,Anoplius orbitalis,
Hymenoptera,Anoplius nigerrimus,
Hymenoptera,Tachyagetes filicornis,
Hymenoptera,Agenioideus coronatus,
Hymenoptera,Evagetes gibbulus,
Hymenoptera,Aporinellus sexmaculatus,
Hymenoptera,Priocnemis exaltata,
Hymenoptera,Cryptocheilus fabricii,
Hymenoptera,Ceropales helvetica,
Hymenoptera,Arachnospila abnormis,
Hymenoptera,Arachnospila hedickei,
Hymenoptera,Anoplius viaticus,
Hymenoptera,Cryptocheilus versicolor,
Hymenoptera,Cryptochilus annulatus,
Hymenoptera,Amblyellus hasdrubal,
Hymenoptera,Arachnospila sogdiana,
Hymenoptera,Pompilus plumbeus,
Hymenoptera,Cryptocheilus alternatus,
Hymenoptera,Arachnospila wesmaeli,
Hymenoptera,Evagetes proximus,
Hymenoptera,Arachnospila pseudabnormis,
Hymenoptera,Episyron gallicum,
Hymenoptera,Priocnemis cordivalvata,
Hymenoptera,Priocnemis hyalinata,
Hymenoptera,Eoferreola rhombica,
Hymenoptera,Agenioideus sericeus,
Hymenoptera,Priocnemis exaltata,
Hymenoptera,Ceropales helveticus,
Hymenoptera,Arachnospila fumipennis,
Hymenoptera,Priocnemis agilis,
Hymenoptera,Cryptochilus dubius,
Hymenoptera,Pompilus cinereus,
Hymenoptera,Evagetes pectinipes,
Hymenoptera,Paleorhopalosoma menatensis,
Hymenoptera,Tremex fuscicornis,
Hymenoptera,Urocerus gigas,
Hymenoptera,Urocerus gigas,
Hymenoptera,Urocerus ligniticus,
Hymenoptera,Sirex juvencus,
Hymenoptera,Sirex cyaneus,
Hymenoptera,Xeris Costa,
Hymenoptera,Xeris spectrum,
Hymenoptera,Sirex Linnaeus,
Hymenoptera,Eosirex ligniticus,
Hymenoptera,Urocerus Geoffroy,
Hymenoptera,Sirex noctilio,
Hymenoptera,Xeris pallicoxae,
Hymenoptera,Urocerus sah,
Hymenoptera,Urocerus augur,
Hymenoptera,Sirex gigas,
Hymenoptera,Tenthredo algoviensis,
Hymenoptera,Dolerus germanicus,
Hymenoptera,Tenthredo zona,
Hymenoptera,Lygaeonematus abietina,
Hymenoptera,Hypolaepus myosotidis,
Hymenoptera,Caliroa cinxia,
Hymenoptera,Dolerus nitens,
Hymenoptera,Stauronematus platycerus,
Hymenoptera,Dolerus megapterus,
Hymenoptera,Euura scotonota,
Hymenoptera,Euura virilis,
Hymenoptera,Empria tridens,
Hymenoptera,Nematus dispar,
Hymenoptera,Aneugmenus padi,
Hymenoptera,Pristiphora biscalis,
Hymenoptera,Periclista pilosa,
Hymenoptera,Brachythops flavens,
Hymenoptera,Tenthredopsis Costa,
Hymenoptera,Aglaostigma aucupariae,
Hymenoptera,Athalia cordata,
Hymenoptera,Periclista vernalis,
Hymenoptera,Tenthredo flaveola,
Hymenoptera,Amauronematus vittatus,
Hymenoptera,Pristiphora coniceps,
Hymenoptera,Tenthredo largiflava,
Hymenoptera,Tenthredo viridis,
Hymenoptera,Tenthredopsis stigma,
Hymenoptera,Macrophya teutona,
Hymenoptera,Nematus tibialis,
Hymenoptera,Nematinus fuscipennis,
Hymenoptera,Paracharactus gracilicornis,
Hymenoptera,Parna reseri,
Hymenoptera,Apethymus apicalis,
Hymenoptera,Emphytus Klug,
Hymenoptera,Dineura stilata,
Hymenoptera,Tenthredo zonata,
Hymenoptera,Tomostethus nigritus,
Hymenoptera,Emphytus calceatus,
Hymenoptera,Claremontia waldheimii,
Hymenoptera,Cladius rufipes,
Hymenoptera,Empria alpina,
Hymenoptera,Tenthredopsis tarsata,
Hymenoptera,Eopsis beaumonti,
Hymenoptera,Allantus cinctus,
Hymenoptera,Hoplocampa flava,
Hymenoptera,Priophorus pallipes,
Hymenoptera,Tenthredopsis excisa,
Hymenoptera,Cytisogaster chambersi,
Hymenoptera,Periclista lineolata,
Hymenoptera,Priophorus rufipes,
Hymenoptera,Euura infirma,
Hymenoptera,Paratenthredo frauenfeldii,
Hymenoptera,Caliroa cerasi,
Hymenoptera,Pristiphora geniculata,
Hymenoptera,Pachynematus kirbyi,
Hymenoptera,Dolerus coracinus,
Hymenoptera,Euura annulata,
Hymenoptera,Tenthredo ignobilis,
Hymenoptera,Euura cinereae,
Hymenoptera,Pontania pedunculi,
Hymenoptera,Pristiphora leucopus,
Hymenoptera,Rhogogaster Konow,
Hymenoptera,Aglaostigma alboplagiatum,
Hymenoptera,Strongylogaster filicis,
Hymenoptera,Pristiphora decipiens,
Hymenoptera,Halidamia affinis,
Hymenoptera,Pareophora collaris,
Hymenoptera,Tenthredo diana,
Hymenoptera,Tenthredopsis inornatus,
Hymenoptera,Pontania viminalis,
Hymenoptera,Euura fagi,
Hymenoptera,Macrophya militaris,
Hymenoptera,Sciapteryx consobrina,
Hymenoptera,Selandria morio,
Hymenoptera,Fenusa ulmi,
Hymenoptera,Pristiphora alpestris,
Hymenoptera,Euura amentorum,
Hymenoptera,Amauronematus puniceus,
Hymenoptera,Priophorus morio,
Hymenoptera,Euura bergmanni,
Hymenoptera,Nematus salicis,
Hymenoptera,Dolerus vestigialis,
Hymenoptera,Nescianeura noblecourti,
Hymenoptera,Cephaledo bifasciata,
Hymenoptera,Pachynematus lichtwardti,
Hymenoptera,Macrophya parvula,
Hymenoptera,Fenusa dohrnii,
Hymenoptera,Rhogogaster chlorosoma,
Hymenoptera,Tenthredo mesomela,
Hymenoptera,Cladius pectinicornis,
Hymenoptera,Pseudodineura mentiens,
Hymenoptera,Euura proxima,
Hymenoptera,Cephaledo neobesa,
Hymenoptera,Pristiphora maesta,
Hymenoptera,Euura scutellata,
Hymenoptera,Amauronematus fasciatus,
Hymenoptera,Euura purpureae,
Hymenoptera,Pristiphora punctifrons,
Hymenoptera,Euura bridgmanii,
Hymenoptera,Tenthredo zonula,
Hymenoptera,Dolerus truncatus,
Hymenoptera,Perineura rubi,
Hymenoptera,Ametastegia equiseti,
Hymenoptera,Empria hungarica,
Hymenoptera,Ametastegia albipes,
Hymenoptera,Heterarthrus ochropoda,
Hymenoptera,Tenthredo brevicornis,
Hymenoptera,Apethymus cereus,
Hymenoptera,Euura papillosa,
Hymenoptera,Tenthredo silensis,
Hymenoptera,Strongylogaster macula,
Hymenoptera,Pontania gallarum,
Hymenoptera,Dolerus puncticollis,
Hymenoptera,Euura longiserra,
Hymenoptera,Hoplocampa plagiata,
Hymenoptera,Euura pedunculi,
Hymenoptera,Hoplocampa Hartig,
Hymenoptera,Pontania bridgmanii,
Hymenoptera,Cladius compressicornis,
Hymenoptera,Hoplocampa alpina,
Hymenoptera,Craesus alniastri,
Hymenoptera,Pontania bella,
Hymenoptera,Sciapteryx Stephens,
Hymenoptera,Nematus vicinus,
Hymenoptera,Nematus hypoxanthus,
Hymenoptera,Hoplocampa fulvicornis,
Hymenoptera,Cephaledo bifasciata,
Hymenoptera,Stethomostus fuliginosus,
Hymenoptera,Monophadnus alpicola,
Hymenoptera,Parna tenella,
Hymenoptera,Euura salicis,
Hymenoptera,Euura viridissima,
Hymenoptera,Euura atra,
Hymenoptera,Monophadnus Hartig,
Hymenoptera,Tenthredo marginella,
Hymenoptera,Apethymus filiformis,
Hymenoptera,Pristiphora laricis,
Hymenoptera,Macrophya sanguinolenta,
Hymenoptera,Loderus vestigialis,
Hymenoptera,Gymnonychus biscalis,
Hymenoptera,Euura vittata,
Hymenoptera,Ametastegia glabrata,
Hymenoptera,Tenthredo ferruginea,
Hymenoptera,Macrophya albipuncta,
Hymenoptera,Emphytus didymus,
Hymenoptera,Euura clitellata,
Hymenoptera,Tenthredo coryli,
Hymenoptera,Siobla sturmii,
Hymenoptera,Sciapteryx costalis,
Hymenoptera,Platycampus luridiventris,
Hymenoptera,Harpiphorus lepidus,
Hymenoptera,Pristiphora confusa,
Hymenoptera,Macrophya crassula,
Hymenoptera,Dolerus asper,
Hymenoptera,Pristiphora fusca,
Hymenoptera,Athalia alpina,
Hymenoptera,Anoplonyx pectoralis,
Hymenoptera,Tenthredo nigripleuris,
Hymenoptera,Pachynematus clitellatus,
Hymenoptera,Mesoneura opaca,
Hymenoptera,Rhogogaster dryas,
Hymenoptera,Tenthredo thompsoni,
Hymenoptera,Euura oligospila,
Hymenoptera,Athalia lineolata,
Hymenoptera,Amauronematus sagmarius,
Hymenoptera,Hoplocampa pectoralis,
Hymenoptera,Fenusa Leach,
Hymenoptera,Apethymus serotinus,
Hymenoptera,Nematus caeruleocarpus,
Hymenoptera,Tenthredo olivacea,
Hymenoptera,Tenthredo balteata,
Hymenoptera,Pristiphora mollis,
Hymenoptera,Dolerus anthracinus,
Hymenoptera,Croesus septentrionalis,
Hymenoptera,Tenthredopsis ornata,
Hymenoptera,Pristiphora brevis,
Hymenoptera,Hemichroa crocea,
Hymenoptera,Cladius Illiger,
Hymenoptera,Empria sexpunctata,
Hymenoptera,Hoplocampa minuta,
Hymenoptera,Dolerus fumosus,
Hymenoptera,Euura brevivalvis,
Hymenoptera,Euura moerens,
Hymenoptera,Eriocampa umbratica,
Hymenoptera,Amauronematus enslini,
Hymenoptera,Priophorus compressicornis,
Hymenoptera,Tenthredo mesomelas,
Hymenoptera,Nematus crassus,
Hymenoptera,Tenthredo sulphuripes,
Hymenoptera,Elinora koehleri,
Hymenoptera,Allantus Panzer,
Hymenoptera,Macrophya albicincta,
Hymenoptera,Tenthredo korabica,
Hymenoptera,Dolerus Jurine,
Hymenoptera,Pristiphora borea,
Hymenoptera,Aglaostigma discolor,
Hymenoptera,Nematus miliaris,
Hymenoptera,Phyllocolpa leucosticta,
Hymenoptera,Euura viminalis,
Hymenoptera,Cuneala koehleri,
Hymenoptera,Emphytus cingulatus,
Hymenoptera,Euura lateralis,
Hymenoptera,Halidamia Benson,
Hymenoptera,Eutomostethus gagathinus,
Hymenoptera,Heterarthrus microcephalus,
Hymenoptera,Tenthredo crassa,
Hymenoptera,Nematus frenalis,
Hymenoptera,Dolerus bimaculatus,
Hymenoptera,Emphytus rufocinctus,
Hymenoptera,Emphytus truncatus,
Hymenoptera,Eutomostethus punctatus,
Hymenoptera,Tenthredo omissa,
Hymenoptera,Heterarthrus wuestneii,
Hymenoptera,Euura collactanea,
Hymenoptera,Nematus capito,
Hymenoptera,Fenusa pumila,
Hymenoptera,Nematus pavidus,
Hymenoptera,Pontania reticulatae,
Hymenoptera,Pristiphora thalictri,
Hymenoptera,Athalia bicolor,
Hymenoptera,Empria pumila,
Hymenoptera,Dineura virididorsata,
Hymenoptera,Allantus melanarius,
Hymenoptera,Taxonus Hartig,
Hymenoptera,Pristiphora crassicornis,
Hymenoptera,Athalia lugens,
Hymenoptera,Nematus scotonotus,
Hymenoptera,Pachynematus calcicola,
Hymenoptera,Pristiphora subbifida,
Hymenoptera,Nesoselandria morio,
Hymenoptera,Pristiphora aquilegiae,
Hymenoptera,Tenthredo bifasciata,
Hymenoptera,Tenthredo succincta,
Hymenoptera,Eriocampa Hartig,
Hymenoptera,Stauronematus compressicornis,
Hymenoptera,Dineura testaceipes,
Hymenoptera,Euura leucapsis,
Hymenoptera,Tenthredo meridiana,
Hymenoptera,Selandria sixii,
Hymenoptera,Empria klugi,
Hymenoptera,Tenthredo nitidia,
Hymenoptera,Amauronematus histrio,
Hymenoptera,Nematus ribesii,
Hymenoptera,Fenusella wuestneii,
Hymenoptera,Athalia rufoscutellata,
Hymenoptera,Euura ribesii,
Hymenoptera,Periclista albida,
Hymenoptera,Dolerus altivolus,
Hymenoptera,Emphytus laticinctus,
Hymenoptera,Endelomyia Ashmead,
Hymenoptera,Emphytus cingillum,
Hymenoptera,Priophorus pallipes,
Hymenoptera,Nematus bergmanni,
Hymenoptera,Euura testaceipes,
Hymenoptera,Emphytus melanarius,
Hymenoptera,Euura calcicola,
Hymenoptera,Eupareophora exarmata,
Hymenoptera,Aglaostigma fulvipes,
Hymenoptera,Kontuniemiana similator,
Hymenoptera,Tenthredopsis coquebertii,
Hymenoptera,Euura leucotrocha,
Hymenoptera,Aglaostigma Kirby,
Hymenoptera,Eriocampa ovata,
Hymenoptera,Birka cinereipes,
Hymenoptera,Strongylogaster lineata,
Hymenoptera,Craesus latipes,
Hymenoptera,Heterarthrus nemoratus,
Hymenoptera,Pachynematus fallax,
Hymenoptera,Euura spiraeae,
Hymenoptera,Euura brevicornis,
Hymenoptera,Endelomyia aethiops,
Hymenoptera,Pachynematus obductus,
Hymenoptera,Pristiphora appendiculata,
Hymenoptera,Allantus togatus,
Hymenoptera,Tenthredo vespiformis,
Hymenoptera,Aneugmenus coronatus,
Hymenoptera,Dolerus schulthessi,
Hymenoptera,Euura stichi,
Hymenoptera,Rhogogaster scalaris,
Hymenoptera,Tenthredo albicornis,
Hymenoptera,Tenthredo vespa,
Hymenoptera,Macrophya ribis,
Hymenoptera,Dolerus gonager,
Hymenoptera,Euura tibialis,
Hymenoptera,Ametastegia carpini,
Hymenoptera,Dolerus triplicatus,
Hymenoptera,Pontania brevicornis,
Hymenoptera,Aglaostigma langei,
Hymenoptera,Pachyprotasis Hartig,
Hymenoptera,Macrophya diversipes,
Hymenoptera,Nematus alniastri,
Hymenoptera,Tenthredo scrophulariae,
Hymenoptera,Sciapteryx costalis,
Hymenoptera,Euura putoni,
Hymenoptera,Macrophya montana,
Hymenoptera,Athalia scutellariae,
Hymenoptera,Eurhadinoceraea athalioides,
Hymenoptera,Nematus dissimilis,
Hymenoptera,Hoplocampa ariae,
Hymenoptera,Cephaledo Zhelochovstev,
Hymenoptera,Pristiphora insularis,
Hymenoptera,Euura polita,
Hymenoptera,Athalia nevadensis,
Hymenoptera,Pachyprotasis variegata,
Hymenoptera,Aneugmenus temporalis,
Hymenoptera,Euura vicina,
Hymenoptera,Nematus lucidus,
Hymenoptera,Strongylogaster multifasciata,
Hymenoptera,Claremontia tenuicornis,
Hymenoptera,Dolerus nigratus,
Hymenoptera,Dolerus harwoodi,
Hymenoptera,Athalia ancilla,
Hymenoptera,Taxonus agrorum,
Hymenoptera,Amauronematus lateralis,
Hymenoptera,Monophadnoides spinolae,
Hymenoptera,Tenthredo baetica,
Hymenoptera,Pristiphora pallipes,
Hymenoptera,Periclista andrei,
Hymenoptera,Dolerus eversmanni,
Hymenoptera,Dolerus bajulus,
Hymenoptera,Tenthredo campestris,
Hymenoptera,Euura vesicator,
Hymenoptera,Empria longicornis,
Hymenoptera,Euura obducta,
Hymenoptera,Pristiphora kamtchatica,
Hymenoptera,Tenthredo trabeata,
Hymenoptera,Hoplocampa chrysorrhoea,
Hymenoptera,Euura viridis,
Hymenoptera,Ardis pallipes,
Hymenoptera,Claremontia alternipes,
Hymenoptera,Allantus didymus,
Hymenoptera,Pontania vesicator,
Hymenoptera,Phyllocolpa prussica,
Hymenoptera,Macrophya erythrocnema,
Hymenoptera,Selandria serva,
Hymenoptera,Nematus curtispina,
Hymenoptera,Nematinus steini,
Hymenoptera,Tenthredo temula,
Hymenoptera,Tenthredo cunyi,
Hymenoptera,Allantus cingulatus,
Hymenoptera,Tenthredopsis tischbeinii,
Hymenoptera,Nematinus luteus,
Hymenoptera,Empria Lepeletier,
Hymenoptera,Monophadnoides rubi,
Hymenoptera,Rhogogaster genistae,
Hymenoptera,Fenusella hortulana,
Hymenoptera,Rhogogaster viridis,
Hymenoptera,Pseudodineura enslini,
Hymenoptera,Pristiphora subopaca,
Hymenoptera,Euura flavescens,
Hymenoptera,Euura fallax,
Hymenoptera,Dolerus eglanteriae,
Hymenoptera,Perineura Hartig,
Hymenoptera,Tenthredo bipunctata,
Hymenoptera,Pachyprotasis antennata,
Hymenoptera,Heptamelus ochroleucus,
Hymenoptera,Blankia koehleri,
Hymenoptera,Euura prussica,
Hymenoptera,Pachynematus Konow,
Hymenoptera,Croesus septentrionalis,
Hymenoptera,Pristiphora testacea,
Hymenoptera,Tenthredopsis litterata,
Hymenoptera,Athalia Leach,
Hymenoptera,Sciapteryx costalis,
Hymenoptera,Macrophya Dahlbom,
Hymenoptera,Pachyprotasis simulans,
Hymenoptera,Monsoma pulveratum,
Hymenoptera,Empria immersa,
Hymenoptera,Tenthredo caucasica,
Hymenoptera,Dolerus brevitarsis,
Hymenoptera,Pontania samolad,
Hymenoptera,Monostegia abdominalis,
Hymenoptera,Euura vaga,
Hymenoptera,Blennocampa phyllocolpa,
Hymenoptera,Tenthredo bizonula,
Hymenoptera,Allantus xanthopygus,
Hymenoptera,Tenthredo bipunctata,
Hymenoptera,Ametastegia tenera,
Hymenoptera,Dolerus aeneus,
Hymenoptera,Dolerus sanguinicollis,
Hymenoptera,Tenthredo koehleri,
Hymenoptera,Cladius grandis,
Hymenoptera,Amauronematus godmani,
Hymenoptera,Pontania leucosticta,
Hymenoptera,Pareophora pruni,
Hymenoptera,Tenthredo rubricoxis,
Hymenoptera,Amauronematus toeniatus,
Hymenoptera,Nematus lonicerae,
Hymenoptera,Pristiphora Latreille,
Hymenoptera,Craesus brischkei,
Hymenoptera,Euura miliaris,
Hymenoptera,Tenthredo bifasciata,
Hymenoptera,Empria alector,
Hymenoptera,Amauronematus opacipleuris,
Hymenoptera,Pontania kriechbaumeri,
Hymenoptera,Monophadnoides alternipes,
Hymenoptera,Macrophya annulata,
Hymenoptera,Pristiphora abbreviata,
Hymenoptera,Caliroa varipes,
Hymenoptera,Dolerus phalipi,
Hymenoptera,Pristiphora euxantha,
Hymenoptera,Tenthredo velox,
Hymenoptera,Strongylogaster Dahlbom,
Hymenoptera,Pristiphora ruficornis,
Hymenoptera,Dolerus madidus,
